Частота,Сигнал 0,Сигнал 0 + шум,Сигнал 1,Сигнал 1 + шум,Сигнал 2,Сигнал 2 + шум
4522,0.00000000000000200,0.0026650000000000,0.00000000000000878,0.0016580000000000,0.00000000000001208,0.0011840000000000
4523,0.00000000000000746,0.0053920000000000,0.00000000000000593,0.0039270000000000,0.00000000000001851,0.0013260000000000
4524,0.00000000000000136,0.0019240000000000,0.00000000000000462,0.0035570000000000,0.00000000000001067,0.0038730000000000
4525,0.00000000000000440,0.0024310000000000,0.00000000000000625,0.0020470000000000,0.00000000000001309,0.00077900000000000
4526,0.00000000000000083,0.0035780000000000,0.00000000000000030,0.0046910000000000,0.00000000000000129,0.0043260000000000
4527,0.00000000000000271,0.00092400000000000,0.00000000000000180,0.0056180000000000,0.00000000000000717,0.00086100000000000
4528,0.00000000000000898,0.00097100000000000,0.0000000000000054,0.0033640000000000,0.00000000000002253,0.0040710000000000
4529,0.00000000000000354,0.00082000000000000,0.00000000000000041,0.0014240000000000,0.00000000000000541,0.00360600000000
4530,0.00000000000000232,0.0035960000000000,0.00000000000000064,0.0016480000000000,0.00000000000000310,0.0020920000000000
4531,0.00000000000000628,0.0036150000000000,0.00000000000000681,0.0016390000000000,0.0000000000000196,0.0021680000000000
4532,0.00000000000000993,0.0017690000000000,0.00000000000000936,0.0032430000000000,0.00000000000002619,0.0026800000000000
4533,0.00000000000000097,0.0016700000000000,0.00000000000000328,0.0025640000000000,0.00000000000000549,0.0016670000000000
4534,0.00000000000004074,0.0013590000000000,0.000000000000036,0.0031140000000000,0.00000000000011691,0.0031760000000000
4535,0.00000000000000387,0.0016770000000000,0.00000000000000527,0.001687000000000,0.00000000000001221,0.0049060000000000
4536,0.00000000000000195,0.0013550000000000,0.0000000000000035,0.002432000000000,0.00000000000000501,0.0021410000000000
4537,0.00000000000000697,0.0036680000000000,0.00000000000000759,0.0037420000000000,0.00000000000001992,0.0035180000000000
4538,0.00000000000000339,0.00091400000000000,0.00000000000000232,0.00095200000000000,0.00000000000000332,0.0033040000000000
